работал	работать	VERB	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
принесли	принести	VERB	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act
Никогда	никогда	ADV	Degree=Pos
Михаил	Михаил	PROPN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
некую	некий	DET	Case=Acc|Gender=Fem|Number=Sing
отдавая	отдавать	VERB	Aspect=Imp|Tense=Pres|VerbForm=Conv|Voice=Act
потолком	потолок	NOUN	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing
Давно	давно	ADV	Degree=Pos
1962	1962	NUM	_
Ноги	нога	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur
финише	финиш	NOUN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
лишних	лишний	ADJ	Case=Gen|Degree=Pos|Number=Plur
губ	губа	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur
пальца	палец	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
предпринимать	предпринимать	VERB	Aspect=Imp|VerbForm=Inf|Voice=Act
встречается	встречаться	VERB	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid
полутора	полтора	NUM	Case=Gen
самыми	самый	ADJ	Case=Ins|Degree=Pos|Number=Plur
состав	состав	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
состав	состав	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
проведена	провести	VERB	Aspect=Perf|Gender=Fem|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass
кино	кино	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
кино	кино	NOUN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
кино	кино	NOUN	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing
кино	кино	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
делали	делать	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act
этапе	этап	NOUN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
объяснению	объяснение	NOUN	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing
количеству	количество	NOUN	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing
проектам	проект	NOUN	Animacy=Inan|Case=Dat|Gender=Masc|Number=Plur
остального	остальной	ADJ	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing
посвященных	посвятить	VERB	Aspect=Perf|Case=Loc|Number=Plur|Tense=Past|VerbForm=Part|Voice=Pass
посвященных	посвятить	VERB	Aspect=Perf|Case=Gen|Number=Plur|Tense=Past|VerbForm=Part|Voice=Pass
ненадолго	ненадолго	ADV	Degree=Pos
раз	раз	SCONJ	_
раз	раз	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur
раз	раз	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
раз	раз	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
жили	жить	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act
Швейцария	Швейцария	PROPN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
названия	название	NOUN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Plur
названия	название	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
немалую	немалый	ADJ	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing
разгар	разгар	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
областей	область	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur
итоге	итог	NOUN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
Афганистана	Афганистан	PROPN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
сравнительно	сравнительно	ADV	Degree=Pos
копейки	копейка	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur
копейки	копейка	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
фамилию	фамилия	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
своим	свой	DET	Case=Ins|Gender=Neut|Number=Sing
своим	свой	DET	Case=Ins|Gender=Masc|Number=Sing
своим	свой	DET	Case=Dat|Number=Plur
построения	построение	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
дорогостоящих	дорогостоящий	ADJ	Case=Gen|Degree=Pos|Number=Plur
прыгал	прыгать	VERB	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
рассуждая	рассуждать	VERB	Aspect=Imp|Tense=Pres|VerbForm=Conv|Voice=Act
родная	родной	ADJ	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing
приземления	приземление	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
ответа	ответ	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
врачи	врач	NOUN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur
плодами	плод	NOUN	Animacy=Inan|Case=Ins|Gender=Masc|Number=Plur
погасить	гасить	VERB	Aspect=Perf|VerbForm=Inf|Voice=Act
парка	парк	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
сгорел	сгореть	VERB	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
Новгорода	Новгород	PROPN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
Мог	мочь	VERB	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
Тут	тут	ADV	Degree=Pos
Новиков	Новиков	PROPN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
огромного	огромный	ADJ	Case=Gen|Degree=Pos|Gender=Neut|Number=Sing
газопроводов	газопровод	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur
повышают	повышать	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act
попросил	просить	VERB	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
сельское	сельский	ADJ	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing
устойчивых	устойчивый	ADJ	Case=Gen|Degree=Pos|Number=Plur
Аль-Каида	Аль-Каида	PROPN	_
введен	ввести	VERB	Aspect=Perf|Gender=Masc|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass
идущий	идти	VERB	Aspect=Imp|Case=Nom|Gender=Masc|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act
кремлевский	кремлевский	ADJ	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing
жилья	жилье	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
подобная	подобный	ADJ	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing
обеспечивает	обеспечивать	VERB	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act
Бывали	бывать	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act
Берия	Берия	PROPN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
актов	акт	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur
Христа	Христос	PROPN	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing
полезно	полезный	ADJ	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short
турнире	турнир	NOUN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
яиц	яйцо	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur
опытных	опытный	ADJ	Case=Gen|Degree=Pos|Number=Plur
фильмов	фильм	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur
красных	красный	ADJ	Case=Gen|Degree=Pos|Number=Plur
таким	такой	DET	Case=Dat|Number=Plur
таким	такой	DET	Case=Ins|Gender=Masc|Number=Sing
таким	такой	DET	Case=Ins|Gender=Neut|Number=Sing
своей	свой	DET	Case=Dat|Gender=Fem|Number=Sing
своей	свой	DET	Case=Loc|Gender=Fem|Number=Sing
своей	свой	DET	Case=Gen|Gender=Fem|Number=Sing
своей	свой	DET	Case=Ins|Gender=Fem|Number=Sing
белорусские	белорусский	ADJ	Case=Nom|Degree=Pos|Number=Plur
власти	власть	NOUN	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing
власти	власть	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur
власти	власть	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
власти	власть	NOUN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
одно	один	NUM	Case=Acc|Gender=Neut
одно	один	DET	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing
одно	один	DET	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing
одно	один	NUM	Case=Nom|Gender=Neut
VIII	viii	NUM	_
промышленно	промышленно	ADV	Degree=Pos
чиновников	чиновник	NOUN	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur
чиновников	чиновник	NOUN	Animacy=Anim|Case=Acc|Gender=Masc|Number=Plur
см	смотреть	VERB	Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act
см	сантиметр	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur
никто	никто	PRON	Case=Nom
противоречий	противоречие	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur
Право	право	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
федеральным	федеральный	ADJ	Case=Ins|Degree=Pos|Gender=Masc|Number=Sing
психологических	психологический	ADJ	Case=Gen|Degree=Pos|Number=Plur
кошка	кошка	NOUN	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing
Независимые	независимый	ADJ	Case=Nom|Degree=Pos|Number=Plur
Советом	Совет	PROPN	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing
Единый	единый	ADJ	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing
1610	1610	NUM	_
совместные	совместный	ADJ	Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur
дешевле	дешево	ADV	Degree=Cmp
дешевле	дешевый	ADJ	Degree=Cmp
органом	орган	NOUN	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing
Причина	причина	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
Каким	какой	DET	Case=Ins|Gender=Masc|Number=Sing
широкими	широкий	ADJ	Case=Ins|Degree=Pos|Number=Plur
делится	делиться	VERB	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid
животными	животное	NOUN	Animacy=Anim|Case=Ins|Gender=Neut|Number=Plur
проживающих	проживать	VERB	Aspect=Imp|Case=Gen|Number=Plur|Tense=Pres|VerbForm=Part|Voice=Act
Туда	туда	ADV	Degree=Pos
строительстве	строительство	NOUN	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing
тяжелые	тяжелый	ADJ	Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur
тяжелые	тяжелый	ADJ	Case=Nom|Degree=Pos|Number=Plur
минувшем	минувший	ADJ	Case=Loc|Degree=Pos|Gender=Masc|Number=Sing
литератор	литератор	NOUN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
формирований	формирование	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur
теоретическую	теоретический	ADJ	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing
научную	научный	ADJ	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing
Палестины	Палестина	PROPN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
школа	школа	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
выход	выход	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
выход	выход	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
сценария	сценарий	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
аппараты	аппарат	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur
высшего	высший	ADJ	Case=Gen|Degree=Pos|Gender=Neut|Number=Sing
вузе	вуз	NOUN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
Из	из	ADP	_
движется	двигаться	VERB	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid
ссылку	ссылка	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
школе	школа	NOUN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
школе	школа	NOUN	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing
проиграл	проиграть	VERB	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
клубах	клуб	NOUN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Plur
одиночества	одиночество	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
1946	1946	NUM	_
Основное	основной	ADJ	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing
решили	решить	VERB	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act
6-й	6-й	ADJ	Case=Gen|Degree=Pos|Gender=Fem|Number=Sing
Одним	один	NUM	Case=Ins|Gender=Masc
Одним	один	NUM	Case=Ins|Gender=Neut
результатом	результат	NOUN	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing
человечество	человечество	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
монополию	монополия	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
совершено	совершить	VERB	Aspect=Perf|Gender=Neut|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass
140	140	NUM	_
биологического	биологический	ADJ	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing
пришел	прийти	VERB	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
Народ	народ	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
прессы	пресса	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
металлоорганических	металлоорганический	ADJ	Case=Gen|Degree=Pos|Number=Plur
способствуют	способствовать	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act
психологическая	психологический	ADJ	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing
лошадь	лошадь	NOUN	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing
завершения	завершение	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
Солнце	Солнце	PROPN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
Солнце	Солнце	PROPN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
Солнце	Солнце	PROPN	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing
умов	ум	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur
50-х	50-й	ADJ	Case=Gen|Degree=Pos|Number=Plur
др	др	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
др	др.	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Plur
поезде	поезд	NOUN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
пикосекунды	пикосекунда	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
Западе	Запад	PROPN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
Джеймс	Джеймс	PROPN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
культурах	культура	NOUN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Plur
импортного	импортный	ADJ	Case=Gen|Degree=Pos|Gender=Neut|Number=Sing
сложной	сложный	ADJ	Case=Loc|Degree=Pos|Gender=Fem|Number=Sing
сложной	сложный	ADJ	Case=Ins|Degree=Pos|Gender=Fem|Number=Sing
сложной	сложный	ADJ	Case=Gen|Degree=Pos|Gender=Fem|Number=Sing
аж	аж	PART	_
1968	1968	NUM	_
Советский	советский	ADJ	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing
Советский	советский	ADJ	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing
телевидение	телевидение	NOUN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
телевидение	телевидение	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
переводить	переводить	VERB	Aspect=Imp|VerbForm=Inf|Voice=Act
сей	сей	DET	Case=Acc|Gender=Masc|Number=Sing
жилищных	жилищный	ADJ	Case=Gen|Degree=Pos|Number=Plur
большевикам	большевик	NOUN	Animacy=Anim|Case=Dat|Gender=Masc|Number=Plur
народным	народный	ADJ	Case=Ins|Degree=Pos|Gender=Neut|Number=Sing
спрашивают	спрашивать	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act
депутата	депутат	NOUN	Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing
депутата	депутат	NOUN	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing
вторая	второй	ADJ	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing
стену	стена	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
Гавриленков	Гавриленков	PROPN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
устроиться	устроиться	VERB	Aspect=Perf|VerbForm=Inf|Voice=Mid
профессионалы	профессионал	NOUN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur
продолжаться	продолжаться	VERB	Aspect=Imp|VerbForm=Inf|Voice=Mid
строятся	строить	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Pass
Научный	научный	ADJ	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing
Ибо	ибо	SCONJ	_
партий	партия	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur
уточняет	уточнять	VERB	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act
рядов	ряд	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur
видам	вид	NOUN	Animacy=Inan|Case=Dat|Gender=Masc|Number=Plur
реальной	реальный	ADJ	Case=Loc|Degree=Pos|Gender=Fem|Number=Sing
реальной	реальный	ADJ	Case=Ins|Degree=Pos|Gender=Fem|Number=Sing
реальной	реальный	ADJ	Case=Gen|Degree=Pos|Gender=Fem|Number=Sing
занятий	занятие	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur
вмешательства	вмешательство	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
сможем	мочь	VERB	Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act
Нины	Нина	PROPN	Animacy=Anim|Case=Gen|Gender=Fem|Number=Sing
переходом	переход	NOUN	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing
плавать	плавать	VERB	Aspect=Imp|VerbForm=Inf|Voice=Act
иному	иной	ADJ	Case=Dat|Degree=Pos|Gender=Masc|Number=Sing
девочка	девочка	NOUN	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing
клетка	клетка	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
доказана	доказать	VERB	Aspect=Perf|Gender=Fem|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass
гулять	гулять	VERB	Aspect=Imp|VerbForm=Inf|Voice=Act
бурю	буря	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
изготовления	изготовление	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
закрывают	закрывать	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act
телефонов	телефон	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur
шаги	шаг	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur
шаги	шаг	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur
домик	домик	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
серебряных	серебряный	ADJ	Case=Gen|Degree=Pos|Number=Plur
реальности	реальность	NOUN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
реальности	реальность	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
реальности	реальность	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur
преодоления	преодоление	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
университетов	университет	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur
исключительно	исключительно	ADV	Degree=Pos
прошлому	прошлое	NOUN	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing
страдали	страдать	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act
Николаевича	Николаевич	PROPN	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing
услуга	услуга	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
начинаем	начинать	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act
нагрева	нагрев	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
детстве	детство	NOUN	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing
образно	образно	ADV	Degree=Pos
прозрачность	прозрачность	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
вести	весть	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
вести	вести	VERB	Aspect=Imp|VerbForm=Inf|Voice=Act
произведений	произведение	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur
регулирует	регулировать	VERB	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act
прошла	пройти	VERB	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
работодатели	работодатель	NOUN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur
подходили	подходить	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act
последующей	последующий	ADJ	Case=Gen|Degree=Pos|Gender=Fem|Number=Sing
программное	программный	ADJ	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing
программное	программный	ADJ	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing
шахом	шах	NOUN	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing
